Church Name,Church Website,Church Phone,Church Email,Church Elders are Confessionally 1689,Church Members are Confessionally 1689,Church is Founders Friendly,Church Coordinates,Church Address,Church Street and Number,Church Locality,Church District,Church Country,Church Postal Code
Macedonia Baptist Church,,,,Yes,Yes,Yes,"51.503297,-0.119554","2021 Garland Avenue, Gastonia, North Carolina, United States, 28052",2021 Garland Avenue,Gastonia,North Carolina,United States,28052
